step_width,speed,period,gait,command_df,trials,compliant_trials,finite_energy_compliant_trials,compliance_rate,finite_energy_compliant_rate,median_positive_mechanical_cot
0.1,0.3,0.4,trot,0.625,32,32,32,1.0,1.0,0.22258939113438025
0.1,0.3,0.4,trot,0.75,32,32,32,1.0,1.0,0.29476633172186906
0.1,0.3,0.4,walk,0.75,32,0,0,0.0,0.0,nan
0.1,0.3,0.4,walk,0.8,32,0,0,0.0,0.0,nan
0.1,0.3,0.4,walk,0.85,32,32,32,1.0,1.0,0.4302137504055866
0.1,0.3,0.4,walk,0.9,32,0,0,0.0,0.0,nan
0.1,0.3,0.48,trot,0.5,32,1,1,0.03125,0.03125,0.17107171120752243
0.1,0.3,0.48,trot,0.625,32,32,32,1.0,1.0,0.2007335155192232
0.1,0.3,0.48,trot,0.75,32,32,32,1.0,1.0,0.3137914333706069
0.1,0.3,0.48,walk,0.75,32,0,0,0.0,0.0,nan
0.1,0.3,0.48,walk,0.8,32,32,32,1.0,1.0,0.4246773760160209
0.1,0.3,0.48,walk,0.85,32,32,32,1.0,1.0,0.4581828827221621
0.1,0.3,0.48,walk,0.9,32,0,0,0.0,0.0,nan
0.1,0.3,0.54,trot,0.5,32,0,0,0.0,0.0,nan
0.1,0.3,0.54,trot,0.625,32,32,32,1.0,1.0,0.21391286658024966
0.1,0.3,0.54,trot,0.75,32,32,32,1.0,1.0,0.3430848294904165
0.1,0.3,0.54,walk,0.75,32,0,0,0.0,0.0,nan
0.1,0.3,0.54,walk,0.8,32,0,0,0.0,0.0,nan
0.1,0.3,0.54,walk,0.85,32,32,32,1.0,1.0,0.44012959537554297
0.1,0.3,0.54,walk,0.9,32,0,0,0.0,0.0,nan
0.1,0.35,0.36,trot,0.5,32,0,0,0.0,0.0,nan
0.1,0.35,0.36,trot,0.625,32,32,32,1.0,1.0,0.22581971456176392
0.1,0.35,0.4,trot,0.5,32,0,0,0.0,0.0,nan
0.1,0.35,0.4,trot,0.625,32,32,32,1.0,1.0,0.22138438465180155
0.1,0.35,0.4,trot,0.75,32,32,32,1.0,1.0,0.2848118876374802
0.1,0.35,0.4,walk,0.75,32,0,0,0.0,0.0,nan
0.1,0.35,0.4,walk,0.8,32,0,0,0.0,0.0,nan
0.1,0.35,0.4,walk,0.85,32,32,32,1.0,1.0,0.4278754651053496
0.1,0.35,0.4,walk,0.9,32,0,0,0.0,0.0,nan
0.1,0.35,0.48,trot,0.5,32,0,0,0.0,0.0,nan
0.1,0.35,0.48,trot,0.625,32,32,32,1.0,1.0,0.19687748208282463
0.1,0.35,0.48,trot,0.75,32,32,32,1.0,1.0,0.3040989380046225
0.1,0.35,0.48,walk,0.75,32,0,0,0.0,0.0,nan
0.1,0.35,0.48,walk,0.8,32,32,32,1.0,1.0,0.41551397568564874
0.1,0.35,0.48,walk,0.85,32,29,29,0.90625,0.90625,0.44320302785684285
0.1,0.35,0.48,walk,0.9,32,0,0,0.0,0.0,nan
0.1,0.35,0.54,trot,0.5,32,0,0,0.0,0.0,nan
0.1,0.35,0.54,trot,0.625,32,32,32,1.0,1.0,0.2096729076058531
0.1,0.35,0.54,trot,0.75,32,32,32,1.0,1.0,0.33018400150101723
0.1,0.35,0.54,walk,0.75,32,0,0,0.0,0.0,nan
0.1,0.35,0.54,walk,0.8,32,32,32,1.0,1.0,0.41439035078053843
0.1,0.35,0.54,walk,0.85,32,32,32,1.0,1.0,0.4266490030866249
0.1,0.35,0.54,walk,0.9,32,0,0,0.0,0.0,nan
0.1,0.4,0.36,trot,0.5,32,0,0,0.0,0.0,nan
0.1,0.4,0.36,trot,0.625,32,32,32,1.0,1.0,0.22622037314937132
0.1,0.4,0.4,trot,0.5,32,0,0,0.0,0.0,nan
0.1,0.4,0.4,trot,0.625,32,32,32,1.0,1.0,0.2230035182262209
0.1,0.4,0.4,trot,0.75,32,32,32,1.0,1.0,0.2794649849592291
0.1,0.4,0.4,walk,0.75,32,0,0,0.0,0.0,nan
0.1,0.4,0.4,walk,0.8,32,0,0,0.0,0.0,nan
0.1,0.4,0.4,walk,0.85,32,0,0,0.0,0.0,nan
0.1,0.4,0.4,walk,0.9,32,0,0,0.0,0.0,nan
0.1,0.4,0.48,trot,0.5,32,0,0,0.0,0.0,nan
0.1,0.4,0.48,trot,0.625,32,32,32,1.0,1.0,0.19848131606204297
0.1,0.4,0.48,trot,0.75,32,32,32,1.0,1.0,0.29674881092841465
0.1,0.4,0.48,walk,0.75,32,0,0,0.0,0.0,nan
0.1,0.4,0.48,walk,0.8,32,32,32,1.0,1.0,0.41841560231226477
0.1,0.4,0.48,walk,0.85,32,0,0,0.0,0.0,nan
0.1,0.4,0.48,walk,0.9,32,0,0,0.0,0.0,nan
0.1,0.4,0.54,trot,0.5,32,0,0,0.0,0.0,nan
0.1,0.4,0.54,trot,0.625,32,32,32,1.0,1.0,0.20396501522695681
0.1,0.4,0.54,trot,0.75,32,32,32,1.0,1.0,0.32478960077753694
0.1,0.4,0.54,walk,0.75,32,0,0,0.0,0.0,nan
0.1,0.4,0.54,walk,0.8,32,32,32,1.0,1.0,0.41347892853464735
0.1,0.4,0.54,walk,0.85,32,32,32,1.0,1.0,0.42366883969565877
0.1,0.4,0.54,walk,0.9,32,0,0,0.0,0.0,nan
0.2,0.25,0.36,trot,0.5,32,0,0,0.0,0.0,nan
0.2,0.25,0.36,trot,0.625,32,32,32,1.0,1.0,0.2596632085669145
0.2,0.25,0.4,trot,0.5,32,0,0,0.0,0.0,nan
0.2,0.25,0.4,trot,0.625,32,32,32,1.0,1.0,0.2408721834829841
0.2,0.25,0.4,trot,0.75,32,32,32,1.0,1.0,0.311539954231923
0.2,0.25,0.4,walk,0.75,32,0,0,0.0,0.0,nan
0.2,0.25,0.4,walk,0.8,32,0,0,0.0,0.0,nan
0.2,0.25,0.4,walk,0.85,32,2,2,0.0625,0.0625,0.5035914910209027
0.2,0.25,0.4,walk,0.9,32,0,0,0.0,0.0,nan
0.2,0.25,0.48,trot,0.5,32,32,32,1.0,1.0,0.19327613829496
0.2,0.25,0.48,trot,0.625,32,32,32,1.0,1.0,0.2249704349666861
0.2,0.25,0.48,trot,0.75,32,32,32,1.0,1.0,0.33530057287991477
0.2,0.25,0.48,walk,0.75,32,0,0,0.0,0.0,nan
0.2,0.25,0.48,walk,0.8,32,32,32,1.0,1.0,0.4709335640489308
0.2,0.25,0.48,walk,0.85,32,32,32,1.0,1.0,0.4969962281396246
0.2,0.25,0.48,walk,0.9,32,0,0,0.0,0.0,nan
0.2,0.25,0.54,trot,0.5,32,0,0,0.0,0.0,nan
0.2,0.25,0.54,trot,0.625,32,32,32,1.0,1.0,0.24161021131142535
0.2,0.25,0.54,trot,0.75,32,32,32,1.0,1.0,0.35984642778171283
0.2,0.25,0.54,walk,0.75,32,0,0,0.0,0.0,nan
0.2,0.25,0.54,walk,0.8,32,0,0,0.0,0.0,nan
0.2,0.25,0.54,walk,0.85,32,32,32,1.0,1.0,0.4744324925905554
0.2,0.25,0.54,walk,0.9,32,32,32,1.0,1.0,0.4972402410856632
0.2,0.3,0.36,trot,0.5,32,0,0,0.0,0.0,nan
0.2,0.3,0.36,trot,0.625,32,32,32,1.0,1.0,0.24404818260960565
0.2,0.3,0.4,trot,0.5,32,0,0,0.0,0.0,nan
0.2,0.3,0.4,trot,0.625,32,32,32,1.0,1.0,0.22699621291384642
0.2,0.3,0.4,trot,0.75,32,32,32,1.0,1.0,0.29830840633940686
0.2,0.3,0.4,walk,0.75,32,0,0,0.0,0.0,nan
0.2,0.3,0.4,walk,0.8,32,0,0,0.0,0.0,nan
0.2,0.3,0.4,walk,0.85,32,32,32,1.0,1.0,0.4639256566425582
0.2,0.3,0.4,walk,0.9,32,0,0,0.0,0.0,nan
0.2,0.3,0.48,trot,0.5,32,32,32,1.0,1.0,0.18364444986125544
0.2,0.3,0.48,trot,0.625,32,32,32,1.0,1.0,0.21462658228282516
0.2,0.3,0.48,trot,0.75,32,32,32,1.0,1.0,0.3153175597917372
0.2,0.3,0.48,walk,0.75,32,0,0,0.0,0.0,nan
0.2,0.3,0.48,walk,0.8,32,32,32,1.0,1.0,0.44200167400110124
0.2,0.3,0.48,walk,0.85,32,32,32,1.0,1.0,0.45754870554717786
0.2,0.3,0.48,walk,0.9,32,0,0,0.0,0.0,nan
0.2,0.3,0.54,trot,0.5,32,0,0,0.0,0.0,nan
0.2,0.3,0.54,trot,0.625,32,32,32,1.0,1.0,0.2291524914368876
0.2,0.3,0.54,trot,0.75,32,32,32,1.0,1.0,0.34502142924332024
0.2,0.3,0.54,walk,0.75,32,0,0,0.0,0.0,nan
0.2,0.3,0.54,walk,0.8,32,0,0,0.0,0.0,nan
0.2,0.3,0.54,walk,0.85,32,32,32,1.0,1.0,0.449891371969931
0.2,0.3,0.54,walk,0.9,32,32,32,1.0,1.0,0.464533081993158
0.2,0.35,0.36,trot,0.5,32,0,0,0.0,0.0,nan
0.2,0.35,0.36,trot,0.625,32,32,32,1.0,1.0,0.23231771067617935
0.2,0.35,0.4,trot,0.5,32,0,0,0.0,0.0,nan
0.2,0.35,0.4,trot,0.625,32,32,32,1.0,1.0,0.22074846730606595
0.2,0.35,0.4,trot,0.75,32,32,32,1.0,1.0,0.2837617392387606
0.2,0.35,0.4,walk,0.75,32,0,0,0.0,0.0,nan
0.2,0.35,0.4,walk,0.8,32,0,0,0.0,0.0,nan
0.2,0.35,0.4,walk,0.85,32,32,32,1.0,1.0,0.45633940176852145
0.2,0.35,0.4,walk,0.9,32,0,0,0.0,0.0,nan
0.2,0.35,0.48,trot,0.5,32,32,32,1.0,1.0,0.17494147901335907
0.2,0.35,0.48,trot,0.625,32,32,32,1.0,1.0,0.20600523275242505
0.2,0.35,0.48,trot,0.75,32,32,32,1.0,1.0,0.3039000666761916
0.2,0.35,0.48,walk,0.75,32,0,0,0.0,0.0,nan
0.2,0.35,0.48,walk,0.8,32,32,32,1.0,1.0,0.4282358677645951
0.2,0.35,0.48,walk,0.85,32,32,32,1.0,1.0,0.4531116847093588
0.2,0.35,0.48,walk,0.9,32,0,0,0.0,0.0,nan
0.2,0.35,0.54,trot,0.5,32,0,0,0.0,0.0,nan
0.2,0.35,0.54,trot,0.625,32,32,32,1.0,1.0,0.22135438221030407
0.2,0.35,0.54,trot,0.75,32,32,32,1.0,1.0,0.3352865440233236
0.2,0.35,0.54,walk,0.75,32,0,0,0.0,0.0,nan
0.2,0.35,0.54,walk,0.8,32,0,0,0.0,0.0,nan
0.2,0.35,0.54,walk,0.85,32,32,32,1.0,1.0,0.43757804200553235
0.2,0.35,0.54,walk,0.9,32,25,25,0.78125,0.78125,0.4560651425097884
0.2,0.4,0.36,trot,0.5,32,0,0,0.0,0.0,nan
0.2,0.4,0.36,trot,0.625,32,32,32,1.0,1.0,0.22721686309643396
0.2,0.4,0.4,trot,0.5,32,0,0,0.0,0.0,nan
0.2,0.4,0.4,trot,0.625,32,32,32,1.0,1.0,0.2183383467172475
0.2,0.4,0.4,trot,0.75,32,32,32,1.0,1.0,0.27732737798408014
0.2,0.4,0.4,walk,0.75,32,0,0,0.0,0.0,nan
0.2,0.4,0.4,walk,0.8,32,0,0,0.0,0.0,nan
0.2,0.4,0.4,walk,0.85,32,32,32,1.0,1.0,0.44467299377138625
0.2,0.4,0.4,walk,0.9,32,0,0,0.0,0.0,nan
0.2,0.4,0.48,trot,0.5,32,32,32,1.0,1.0,0.17253931731366426
0.2,0.4,0.48,trot,0.625,32,32,32,1.0,1.0,0.2015587799179776
0.2,0.4,0.48,trot,0.75,32,32,32,1.0,1.0,0.29771291424006685
0.2,0.4,0.48,walk,0.75,32,0,0,0.0,0.0,nan
0.2,0.4,0.48,walk,0.8,32,32,32,1.0,1.0,0.4244903768334881
0.2,0.4,0.48,walk,0.85,32,32,32,1.0,1.0,0.4517945411968408
0.2,0.4,0.48,walk,0.9,32,0,0,0.0,0.0,nan
0.2,0.4,0.54,trot,0.5,32,0,0,0.0,0.0,nan
0.2,0.4,0.54,trot,0.625,32,32,32,1.0,1.0,0.21535623040890628
0.2,0.4,0.54,trot,0.75,32,32,32,1.0,1.0,0.3316099145084145
0.2,0.4,0.54,walk,0.75,32,0,0,0.0,0.0,nan
0.2,0.4,0.54,walk,0.8,32,0,0,0.0,0.0,nan
0.2,0.4,0.54,walk,0.85,32,32,32,1.0,1.0,0.4344105230512828
0.2,0.4,0.54,walk,0.9,32,0,0,0.0,0.0,nan
0.3,0.25,0.36,trot,0.5,32,0,0,0.0,0.0,nan
0.3,0.25,0.36,trot,0.625,32,32,32,1.0,1.0,0.266373015254149
0.3,0.25,0.4,trot,0.5,32,0,0,0.0,0.0,nan
0.3,0.25,0.4,trot,0.625,32,32,32,1.0,1.0,0.25533353471325737
0.3,0.25,0.4,trot,0.75,32,32,32,1.0,1.0,0.3314927092790547
0.3,0.25,0.4,walk,0.75,32,0,0,0.0,0.0,nan
0.3,0.25,0.4,walk,0.8,32,0,0,0.0,0.0,nan
0.3,0.25,0.4,walk,0.85,32,32,32,1.0,1.0,0.54063664010664
0.3,0.25,0.4,walk,0.9,32,0,0,0.0,0.0,nan
0.3,0.25,0.48,trot,0.5,32,32,32,1.0,1.0,0.21909727685929434
0.3,0.25,0.48,trot,0.625,32,32,32,1.0,1.0,0.2504902165171466
0.3,0.25,0.48,trot,0.75,32,32,32,1.0,1.0,0.3350654328482743
0.3,0.25,0.48,walk,0.75,32,0,0,0.0,0.0,nan
0.3,0.25,0.48,walk,0.8,32,32,32,1.0,1.0,0.49464049515680364
0.3,0.25,0.48,walk,0.85,32,32,32,1.0,1.0,0.5203713352795648
0.3,0.25,0.48,walk,0.9,32,0,0,0.0,0.0,nan
0.3,0.25,0.54,trot,0.5,32,0,0,0.0,0.0,nan
0.3,0.25,0.54,trot,0.625,32,32,32,1.0,1.0,0.2524347523954508
0.3,0.25,0.54,trot,0.75,32,32,32,1.0,1.0,0.36471948227329687
0.3,0.25,0.54,walk,0.75,32,0,0,0.0,0.0,nan
0.3,0.25,0.54,walk,0.8,32,0,0,0.0,0.0,nan
0.3,0.25,0.54,walk,0.85,32,28,28,0.875,0.875,0.5015799329381587
0.3,0.25,0.54,walk,0.9,32,0,0,0.0,0.0,nan
0.3,0.3,0.36,trot,0.5,32,0,0,0.0,0.0,nan
0.3,0.3,0.36,trot,0.625,32,32,32,1.0,1.0,0.24852882268714827
0.3,0.3,0.4,trot,0.5,32,0,0,0.0,0.0,nan
0.3,0.3,0.4,trot,0.625,32,32,32,1.0,1.0,0.23524447021745462
0.3,0.3,0.4,trot,0.75,32,32,32,1.0,1.0,0.30438591371911633
0.3,0.3,0.4,walk,0.75,32,0,0,0.0,0.0,nan
0.3,0.3,0.4,walk,0.8,32,0,0,0.0,0.0,nan
0.3,0.3,0.4,walk,0.85,32,0,0,0.0,0.0,nan
0.3,0.3,0.4,walk,0.9,32,0,0,0.0,0.0,nan
0.3,0.3,0.48,trot,0.5,32,32,32,1.0,1.0,0.19668016535009802
0.3,0.3,0.48,trot,0.625,32,32,32,1.0,1.0,0.22845616484542158
0.3,0.3,0.48,trot,0.75,32,32,32,1.0,1.0,0.31515208318875465
0.3,0.3,0.48,walk,0.75,32,0,0,0.0,0.0,nan
0.3,0.3,0.48,walk,0.8,32,32,32,1.0,1.0,0.46345949622004096
0.3,0.3,0.48,walk,0.85,32,32,32,1.0,1.0,0.49267398020279485
0.3,0.3,0.48,walk,0.9,32,0,0,0.0,0.0,nan
0.3,0.3,0.54,trot,0.5,32,0,0,0.0,0.0,nan
0.3,0.3,0.54,trot,0.625,32,32,32,1.0,1.0,0.23454365928858045
0.3,0.3,0.54,trot,0.75,32,32,32,1.0,1.0,0.3430010571496184
0.3,0.3,0.54,walk,0.75,32,0,0,0.0,0.0,nan
0.3,0.3,0.54,walk,0.8,32,0,0,0.0,0.0,nan
0.3,0.3,0.54,walk,0.85,32,32,32,1.0,1.0,0.47053650875124464
0.3,0.3,0.54,walk,0.9,32,32,32,1.0,1.0,0.48427052489792954
0.3,0.35,0.36,trot,0.5,32,0,0,0.0,0.0,nan
0.3,0.35,0.36,trot,0.625,32,32,32,1.0,1.0,0.24071348021283973
0.3,0.35,0.4,trot,0.5,32,0,0,0.0,0.0,nan
0.3,0.35,0.4,trot,0.625,32,32,32,1.0,1.0,0.2265731987372555
0.3,0.35,0.4,trot,0.75,32,32,32,1.0,1.0,0.2884894131937283
0.3,0.35,0.4,walk,0.75,32,0,0,0.0,0.0,nan
0.3,0.35,0.4,walk,0.8,32,0,0,0.0,0.0,nan
0.3,0.35,0.4,walk,0.85,32,32,32,1.0,1.0,0.48546298845092556
0.3,0.35,0.4,walk,0.9,32,0,0,0.0,0.0,nan
0.3,0.35,0.48,trot,0.5,32,32,32,1.0,1.0,0.18778071777901273
0.3,0.35,0.48,trot,0.625,32,32,32,1.0,1.0,0.21811392415396466
0.3,0.35,0.48,trot,0.75,32,32,32,1.0,1.0,0.30343996960121644
0.3,0.35,0.48,walk,0.75,32,0,0,0.0,0.0,nan
0.3,0.35,0.48,walk,0.8,32,32,32,1.0,1.0,0.45041768832398316
0.3,0.35,0.48,walk,0.85,32,32,32,1.0,1.0,0.47656980324685944
0.3,0.35,0.48,walk,0.9,32,0,0,0.0,0.0,nan
0.3,0.35,0.54,trot,0.5,32,0,0,0.0,0.0,nan
0.3,0.35,0.54,trot,0.625,32,32,32,1.0,1.0,0.2254093899256198
0.3,0.35,0.54,trot,0.75,32,32,32,1.0,1.0,0.3378173823142874
0.3,0.35,0.54,walk,0.75,32,0,0,0.0,0.0,nan
0.3,0.35,0.54,walk,0.8,32,0,0,0.0,0.0,nan
0.3,0.35,0.54,walk,0.85,32,32,32,1.0,1.0,0.4520226129589877
0.3,0.35,0.54,walk,0.9,32,32,32,1.0,1.0,0.4712526102157563
0.3,0.4,0.36,trot,0.5,32,0,0,0.0,0.0,nan
0.3,0.4,0.36,trot,0.625,32,32,32,1.0,1.0,0.2315143019505208
0.3,0.4,0.4,trot,0.5,32,0,0,0.0,0.0,nan
0.3,0.4,0.4,trot,0.625,32,32,32,1.0,1.0,0.22489695382860364
0.3,0.4,0.4,trot,0.75,32,32,32,1.0,1.0,0.2832059113445378
0.3,0.4,0.4,walk,0.75,32,0,0,0.0,0.0,nan
0.3,0.4,0.4,walk,0.8,32,0,0,0.0,0.0,nan
0.3,0.4,0.4,walk,0.85,32,32,32,1.0,1.0,0.4729669848544742
0.3,0.4,0.4,walk,0.9,32,0,0,0.0,0.0,nan
0.3,0.4,0.48,trot,0.5,32,32,32,1.0,1.0,0.1846322523280188
0.3,0.4,0.48,trot,0.625,32,32,32,1.0,1.0,0.21657950565472858
0.3,0.4,0.48,trot,0.75,32,32,32,1.0,1.0,0.29793171971228183
0.3,0.4,0.48,walk,0.75,32,0,0,0.0,0.0,nan
0.3,0.4,0.48,walk,0.8,32,32,32,1.0,1.0,0.44410737014469587
0.3,0.4,0.48,walk,0.85,32,32,32,1.0,1.0,0.4697682606626642
0.3,0.4,0.48,walk,0.9,32,0,0,0.0,0.0,nan
0.3,0.4,0.54,trot,0.5,32,0,0,0.0,0.0,nan
0.3,0.4,0.54,trot,0.625,32,32,32,1.0,1.0,0.22092961842041028
0.3,0.4,0.54,trot,0.75,32,32,32,1.0,1.0,0.32949042332296674
0.3,0.4,0.54,walk,0.75,32,0,0,0.0,0.0,nan
0.3,0.4,0.54,walk,0.8,32,0,0,0.0,0.0,nan
0.3,0.4,0.54,walk,0.85,32,32,32,1.0,1.0,0.4490380092787242
0.3,0.4,0.54,walk,0.9,32,0,0,0.0,0.0,nan
0.4,0.25,0.36,trot,0.5,32,0,0,0.0,0.0,nan
0.4,0.25,0.36,trot,0.625,32,32,32,1.0,1.0,0.29021637588028815
0.4,0.25,0.4,trot,0.5,32,0,0,0.0,0.0,nan
0.4,0.25,0.4,trot,0.625,32,32,32,1.0,1.0,0.27764355077026925
0.4,0.25,0.4,trot,0.75,32,32,32,1.0,1.0,0.3541526362938044
0.4,0.25,0.4,walk,0.75,32,0,0,0.0,0.0,nan
0.4,0.25,0.4,walk,0.8,32,0,0,0.0,0.0,nan
0.4,0.25,0.4,walk,0.85,32,32,32,1.0,1.0,0.5779158325835146
0.4,0.25,0.4,walk,0.9,32,0,0,0.0,0.0,nan
0.4,0.25,0.48,trot,0.5,32,32,32,1.0,1.0,0.26131845160825734
0.4,0.25,0.48,trot,0.625,32,32,32,1.0,1.0,0.2689747431436592
0.4,0.25,0.48,trot,0.75,32,32,32,1.0,1.0,0.353838693116349
0.4,0.25,0.48,walk,0.75,32,0,0,0.0,0.0,nan
0.4,0.25,0.48,walk,0.8,32,32,32,1.0,1.0,0.5201501222824505
0.4,0.25,0.48,walk,0.85,32,32,32,1.0,1.0,0.5479207052182801
0.4,0.25,0.48,walk,0.9,32,0,0,0.0,0.0,nan
0.4,0.25,0.54,trot,0.5,32,0,0,0.0,0.0,nan
0.4,0.25,0.54,trot,0.625,32,32,32,1.0,1.0,0.2747229239292973
0.4,0.25,0.54,trot,0.75,32,32,32,1.0,1.0,0.377688492053604
0.4,0.25,0.54,walk,0.75,32,0,0,0.0,0.0,nan
0.4,0.25,0.54,walk,0.8,32,0,0,0.0,0.0,nan
0.4,0.25,0.54,walk,0.85,32,32,32,1.0,1.0,0.5206923248748714
0.4,0.25,0.54,walk,0.9,32,32,32,1.0,1.0,0.537936136552073
0.4,0.3,0.36,trot,0.5,32,0,0,0.0,0.0,nan
0.4,0.3,0.36,trot,0.625,32,32,32,1.0,1.0,0.2684675946750299
0.4,0.3,0.4,trot,0.5,32,0,0,0.0,0.0,nan
0.4,0.3,0.4,trot,0.625,32,32,32,1.0,1.0,0.25449038397343776
0.4,0.3,0.4,trot,0.75,32,32,32,1.0,1.0,0.3224048417807422
0.4,0.3,0.4,walk,0.75,32,0,0,0.0,0.0,nan
0.4,0.3,0.4,walk,0.8,32,0,0,0.0,0.0,nan
0.4,0.3,0.4,walk,0.85,32,32,32,1.0,1.0,0.5424440410284932
0.4,0.3,0.4,walk,0.9,32,0,0,0.0,0.0,nan
0.4,0.3,0.48,trot,0.5,32,32,32,1.0,1.0,0.24013508122696758
0.4,0.3,0.48,trot,0.625,32,32,32,1.0,1.0,0.24632517835751655
0.4,0.3,0.48,trot,0.75,32,32,32,1.0,1.0,0.33124655549026627
0.4,0.3,0.48,walk,0.75,32,0,0,0.0,0.0,nan
0.4,0.3,0.48,walk,0.8,32,32,32,1.0,1.0,0.4918356113841367
0.4,0.3,0.48,walk,0.85,32,32,32,1.0,1.0,0.5282473271169106
0.4,0.3,0.48,walk,0.9,32,0,0,0.0,0.0,nan
0.4,0.3,0.54,trot,0.5,32,0,0,0.0,0.0,nan
0.4,0.3,0.54,trot,0.625,32,32,32,1.0,1.0,0.25277090689103854
0.4,0.3,0.54,trot,0.75,32,32,32,1.0,1.0,0.35028875732176434
0.4,0.3,0.54,walk,0.75,32,0,0,0.0,0.0,nan
0.4,0.3,0.54,walk,0.8,32,0,0,0.0,0.0,nan
0.4,0.3,0.54,walk,0.85,32,32,32,1.0,1.0,0.4961299718278698
0.4,0.3,0.54,walk,0.9,32,0,0,0.0,0.0,nan
0.4,0.35,0.36,trot,0.5,32,0,0,0.0,0.0,nan
0.4,0.35,0.36,trot,0.625,32,32,32,1.0,1.0,0.25540612712234145
0.4,0.35,0.4,trot,0.5,32,0,0,0.0,0.0,nan
0.4,0.35,0.4,trot,0.625,32,32,32,1.0,1.0,0.24547887463530638
0.4,0.35,0.4,trot,0.75,32,32,32,1.0,1.0,0.30852942845962533
0.4,0.35,0.4,walk,0.75,32,0,0,0.0,0.0,nan
0.4,0.35,0.4,walk,0.8,32,0,0,0.0,0.0,nan
0.4,0.35,0.4,walk,0.85,32,32,32,1.0,1.0,0.5071399354164461
0.4,0.35,0.4,walk,0.9,32,0,0,0.0,0.0,nan
0.4,0.35,0.48,trot,0.5,32,32,32,1.0,1.0,0.2254318442809603
0.4,0.35,0.48,trot,0.625,32,32,32,1.0,1.0,0.23821214882621572
0.4,0.35,0.48,trot,0.75,32,32,32,1.0,1.0,0.31620812163238354
0.4,0.35,0.48,walk,0.75,32,0,0,0.0,0.0,nan
0.4,0.35,0.48,walk,0.8,32,32,32,1.0,1.0,0.4766723851226543
0.4,0.35,0.48,walk,0.85,32,32,32,1.0,1.0,0.507423534265127
0.4,0.35,0.48,walk,0.9,32,0,0,0.0,0.0,nan
0.4,0.35,0.54,trot,0.5,32,0,0,0.0,0.0,nan
0.4,0.35,0.54,trot,0.625,32,32,32,1.0,1.0,0.24339408367382095
0.4,0.35,0.54,trot,0.75,32,32,32,1.0,1.0,0.3358168771126327
0.4,0.35,0.54,walk,0.75,32,0,0,0.0,0.0,nan
0.4,0.35,0.54,walk,0.8,32,0,0,0.0,0.0,nan
0.4,0.35,0.54,walk,0.85,32,32,32,1.0,1.0,0.47899761963302073
0.4,0.35,0.54,walk,0.9,32,0,0,0.0,0.0,nan
0.4,0.4,0.36,trot,0.5,32,0,0,0.0,0.0,nan
0.4,0.4,0.36,trot,0.625,32,32,32,1.0,1.0,0.24950775236589273
0.4,0.4,0.4,trot,0.5,32,0,0,0.0,0.0,nan
0.4,0.4,0.4,trot,0.625,32,32,32,1.0,1.0,0.24428070227768645
0.4,0.4,0.4,trot,0.75,32,32,32,1.0,1.0,0.2998546511971584
0.4,0.4,0.4,walk,0.75,32,0,0,0.0,0.0,nan
0.4,0.4,0.4,walk,0.8,32,0,0,0.0,0.0,nan
0.4,0.4,0.4,walk,0.85,32,0,0,0.0,0.0,nan
0.4,0.4,0.4,walk,0.9,32,0,0,0.0,0.0,nan
