step_width,speed,period,gait,command_df,trials,compliant_trials,finite_energy_compliant_trials,compliance_rate,finite_energy_compliant_rate,median_positive_mechanical_cot
0.3,0.3,0.48,walk,0.75,32,0,0,0.0,0.0,nan
0.3,0.3,0.48,walk,0.8,32,32,32,1.0,1.0,0.48437884620515714
0.3,0.3,0.48,walk,0.85,32,0,0,0.0,0.0,nan
0.3,0.3,0.48,walk,0.9,32,0,0,0.0,0.0,nan
0.3,0.3,0.54,trot,0.5,32,0,0,0.0,0.0,nan
0.3,0.3,0.54,trot,0.55,32,14,14,0.4375,0.4375,0.21650837114967042
0.3,0.3,0.54,trot,0.6,32,32,32,1.0,1.0,0.26335004349010516
0.3,0.3,0.54,trot,0.65,32,0,0,0.0,0.0,nan
0.3,0.3,0.54,trot,0.7,32,32,32,1.0,1.0,0.3034601455952294
0.3,0.3,0.54,trot,0.75,32,32,32,1.0,1.0,0.31164591025170363
0.3,0.3,0.54,walk,0.75,32,0,0,0.0,0.0,nan
0.3,0.3,0.54,walk,0.8,32,0,0,0.0,0.0,nan
0.3,0.3,0.54,walk,0.85,32,32,32,1.0,1.0,0.48743458563759945
0.3,0.3,0.54,walk,0.9,32,0,0,0.0,0.0,nan
0.3,0.35,0.36,trot,0.5,32,0,0,0.0,0.0,nan
0.3,0.35,0.36,trot,0.55,32,32,32,1.0,1.0,0.23676262957350083
0.3,0.35,0.36,trot,0.6,32,32,32,1.0,1.0,0.24535733297386172
0.3,0.35,0.36,trot,0.65,32,32,32,1.0,1.0,0.2380689623404204
0.3,0.35,0.36,trot,0.7,32,32,32,1.0,1.0,0.2493006059121911
0.3,0.35,0.4,trot,0.5,32,0,0,0.0,0.0,nan
0.3,0.35,0.4,trot,0.55,32,32,32,1.0,1.0,0.23018801815192558
0.3,0.35,0.4,trot,0.6,32,32,32,1.0,1.0,0.23413688548548017
0.3,0.35,0.4,trot,0.65,32,32,32,1.0,1.0,0.2513671996223514
0.3,0.35,0.4,trot,0.7,32,32,32,1.0,1.0,0.25379850608641047
0.3,0.35,0.4,trot,0.75,32,32,32,1.0,1.0,0.26221580784121484
0.3,0.35,0.4,walk,0.75,32,0,0,0.0,0.0,nan
0.3,0.35,0.4,walk,0.8,32,0,0,0.0,0.0,nan
0.3,0.35,0.4,walk,0.85,32,0,0,0.0,0.0,nan
0.3,0.35,0.4,walk,0.9,32,0,0,0.0,0.0,nan
0.3,0.35,0.48,trot,0.5,32,0,0,0.0,0.0,nan
0.3,0.35,0.48,trot,0.55,32,32,32,1.0,1.0,0.22461484201013027
0.3,0.35,0.48,trot,0.6,32,32,32,1.0,1.0,0.24094152379416783
0.3,0.35,0.48,trot,0.65,32,32,32,1.0,1.0,0.2589000806128679
0.3,0.35,0.48,trot,0.7,32,32,32,1.0,1.0,0.2712912520108359
0.3,0.35,0.48,trot,0.75,32,32,32,1.0,1.0,0.2822386027139079
0.3,0.35,0.48,walk,0.75,32,0,0,0.0,0.0,nan
0.3,0.35,0.48,walk,0.8,32,32,32,1.0,1.0,0.4664574225799023
0.3,0.35,0.48,walk,0.85,32,0,0,0.0,0.0,nan
0.3,0.35,0.48,walk,0.9,32,0,0,0.0,0.0,nan
0.3,0.35,0.54,trot,0.5,32,0,0,0.0,0.0,nan
0.3,0.35,0.54,trot,0.55,32,32,32,1.0,1.0,0.22013065896316125
0.3,0.35,0.54,trot,0.6,32,32,32,1.0,1.0,0.23626359110430079
0.3,0.35,0.54,trot,0.65,32,0,0,0.0,0.0,nan
0.3,0.35,0.54,trot,0.7,32,0,0,0.0,0.0,nan
0.3,0.35,0.54,trot,0.75,32,32,32,1.0,1.0,0.3014417643334095
0.3,0.35,0.54,walk,0.75,32,0,0,0.0,0.0,nan
0.3,0.35,0.54,walk,0.8,32,0,0,0.0,0.0,nan
0.3,0.35,0.54,walk,0.85,32,0,0,0.0,0.0,nan
0.3,0.35,0.54,walk,0.9,32,0,0,0.0,0.0,nan
0.3,0.4,0.36,trot,0.5,32,0,0,0.0,0.0,nan
0.3,0.4,0.36,trot,0.55,32,32,32,1.0,1.0,0.22630471027369842
0.3,0.4,0.36,trot,0.6,32,32,32,1.0,1.0,0.22842120756857084
0.3,0.4,0.36,trot,0.65,32,32,32,1.0,1.0,0.23250617298904352
0.3,0.4,0.36,trot,0.7,32,32,32,1.0,1.0,0.2407777993929125
0.3,0.4,0.4,trot,0.5,32,0,0,0.0,0.0,nan
0.3,0.4,0.4,trot,0.55,32,32,32,1.0,1.0,0.22012322717790705
0.3,0.4,0.4,trot,0.6,32,32,32,1.0,1.0,0.21384224996230766
0.3,0.4,0.4,trot,0.65,32,32,32,1.0,1.0,0.23735984787988312
0.3,0.4,0.4,trot,0.7,32,32,32,1.0,1.0,0.23817677450393682
0.3,0.4,0.4,trot,0.75,32,32,32,1.0,1.0,0.2513516556951133
0.3,0.4,0.4,walk,0.75,32,0,0,0.0,0.0,nan
0.3,0.4,0.4,walk,0.8,32,0,0,0.0,0.0,nan
0.3,0.4,0.4,walk,0.85,32,0,0,0.0,0.0,nan
0.3,0.4,0.4,walk,0.9,32,0,0,0.0,0.0,nan
0.3,0.4,0.48,trot,0.5,32,2,2,0.0625,0.0625,0.2048580578261471
0.3,0.4,0.48,trot,0.55,32,32,32,1.0,1.0,0.2117398244893599
0.3,0.4,0.48,trot,0.6,32,32,32,1.0,1.0,0.22879269888308695
0.3,0.4,0.48,trot,0.65,32,32,32,1.0,1.0,0.24500285437549701
0.3,0.4,0.48,trot,0.7,32,32,32,1.0,1.0,0.26313285511412604
0.3,0.4,0.48,trot,0.75,32,32,32,1.0,1.0,0.26987927056529454
0.3,0.4,0.48,walk,0.75,32,0,0,0.0,0.0,nan
0.3,0.4,0.48,walk,0.8,32,32,32,1.0,1.0,0.44458502701579855
0.3,0.4,0.48,walk,0.85,32,0,0,0.0,0.0,nan
0.3,0.4,0.48,walk,0.9,32,0,0,0.0,0.0,nan
0.3,0.4,0.54,trot,0.5,32,0,0,0.0,0.0,nan
0.3,0.4,0.54,trot,0.55,32,23,23,0.71875,0.71875,0.20564315198318547
0.3,0.4,0.54,trot,0.6,32,0,0,0.0,0.0,nan
0.3,0.4,0.54,trot,0.65,32,0,0,0.0,0.0,nan
0.3,0.4,0.54,trot,0.7,32,0,0,0.0,0.0,nan
0.3,0.4,0.54,trot,0.75,32,32,32,1.0,1.0,0.28743491391464965
0.3,0.4,0.54,walk,0.75,32,0,0,0.0,0.0,nan
0.3,0.4,0.54,walk,0.8,32,0,0,0.0,0.0,nan
0.3,0.4,0.54,walk,0.85,32,0,0,0.0,0.0,nan
0.3,0.4,0.54,walk,0.9,32,0,0,0.0,0.0,nan
